product_id,name,category,brand,unit_price_usd,unit_cost_usd,weight_kg,is_active,launch_date
PROD0001,CoreBrand Books Item 1,Books,BoldEdge,25.82,16.78,2.13,True,2019-11-23
PROD0002,PrimeLine Clothing Item 2,Clothing,ClearView,108.37,48.77,2.86,True,2021-08-14
PROD0003,GlowUp Home Item 3,Home & Kitchen,StyleCo,214.46,128.68,6.86,True,2019-04-09
PROD0004,HomePro Electronics Item 4,Electronics,PureForm,830.21,622.66,3.25,True,2019-08-28
PROD0005,HomePro Clothing Item 5,Clothing,ClearView,19.56,8.8,8.86,True,2020-11-18
PROD0006,ReadMore Beauty Item 6,Beauty & Health,ZenLife,150.8,60.32,4.32,True,2021-05-05
PROD0007,NexGen Books Item 7,Books,NexGen,49.31,32.05,9.34,True,2020-06-12
PROD0008,PrimeLine Beauty Item 8,Beauty & Health,CoreBrand,11.45,4.58,2.88,True,2020-09-17
PROD0009,ZenLife Sports Item 9,Sports & Outdoors,ReadMore,330.65,181.86,9.02,True,2020-03-02
PROD0010,FunZone Sports Item 10,Sports & Outdoors,ActiveGear,44.1,24.26,0.48,True,2021-10-31
PROD0011,NovaTech Beauty Item 11,Beauty & Health,ReadMore,132.5,53.0,1.07,True,2020-05-31
PROD0012,GlowUp Electronics Item 12,Electronics,ClearView,728.85,546.64,9.83,True,2021-08-10
PROD0013,FunZone Clothing Item 13,Clothing,NexGen,95.89,43.15,5.29,True,2020-04-12
PROD0014,GlowUp Toys Item 14,Toys & Games,BoldEdge,85.6,42.8,7.49,True,2020-09-30
PROD0015,ZenLife Electronics Item 15,Electronics,GlowUp,935.85,701.89,4.4,True,2021-11-05
PROD0016,NexGen Books Item 16,Books,ZenLife,51.95,33.77,7.54,True,2019-05-05
PROD0017,ReadMore Sports Item 17,Sports & Outdoors,ClearView,249.68,137.32,3.02,True,2019-12-09
PROD0018,NovaTech Toys Item 18,Toys & Games,FunZone,64.23,32.12,8.56,True,2020-01-27
PROD0019,StyleCo Beauty Item 19,Beauty & Health,GlowUp,136.26,54.5,3.22,True,2019-08-13
PROD0020,NovaTech Books Item 20,Books,StyleCo,41.62,27.05,8.84,True,2021-02-24
PROD0021,NexGen Sports Item 21,Sports & Outdoors,ActiveGear,273.61,150.49,3.31,True,2021-01-18
PROD0022,ClearView Clothing Item 22,Clothing,FunZone,25.69,11.56,4.09,True,2019-07-09
PROD0023,FunZone Clothing Item 23,Clothing,HomePro,63.84,28.73,1.55,True,2019-08-20
PROD0024,CoreBrand Toys Item 24,Toys & Games,HomePro,92.18,46.09,9.9,True,2019-06-13
PROD0025,ActiveGear Toys Item 25,Toys & Games,ZenLife,83.07,41.53,3.72,True,2020-04-14
PROD0026,BoldEdge Clothing Item 26,Clothing,FunZone,128.68,57.91,2.98,True,2020-07-06
PROD0027,PureForm Clothing Item 27,Clothing,FunZone,124.08,55.84,1.29,True,2019-08-08
PROD0028,GlowUp Home Item 28,Home & Kitchen,BoldEdge,202.88,121.73,0.19,True,2020-07-09
PROD0029,PureForm Home Item 29,Home & Kitchen,StyleCo,196.46,117.88,4.0,True,2020-10-26
PROD0030,FunZone Beauty Item 30,Beauty & Health,HomePro,110.92,44.37,5.59,True,2019-12-30
PROD0031,ZenLife Clothing Item 31,Clothing,ActiveGear,69.18,31.13,8.2,True,2021-05-22
PROD0032,ReadMore Beauty Item 32,Beauty & Health,PrimeLine,67.22,26.89,6.57,True,2020-12-06
PROD0033,ActiveGear Books Item 33,Books,NovaTech,45.65,29.67,0.24,True,2021-08-30
PROD0034,ClearView Toys Item 34,Toys & Games,FunZone,125.61,62.8,6.44,True,2019-08-18
PROD0035,ClearView Books Item 35,Books,FunZone,21.27,13.83,5.28,True,2021-01-15
PROD0036,NovaTech Clothing Item 36,Clothing,StyleCo,24.2,10.89,6.53,True,2021-07-19
PROD0037,PureForm Beauty Item 37,Beauty & Health,ZenLife,44.8,17.92,8.83,True,2021-05-11
PROD0038,CoreBrand Clothing Item 38,Clothing,PrimeLine,201.99,90.9,6.66,True,2020-04-03
PROD0039,PrimeLine Toys Item 39,Toys & Games,ReadMore,63.19,31.59,1.86,True,2019-06-06
PROD0040,PrimeLine Electronics Item 40,Electronics,ActiveGear,423.78,317.83,5.87,False,2019-04-30
PROD0041,NexGen Books Item 41,Books,FunZone,56.06,36.44,4.18,True,2020-08-01
PROD0042,NexGen Electronics Item 42,Electronics,BoldEdge,1007.85,755.89,4.43,True,2020-06-03
PROD0043,ClearView Clothing Item 43,Clothing,ActiveGear,162.13,72.96,9.81,True,2021-11-14
PROD0044,GlowUp Home Item 44,Home & Kitchen,StyleCo,392.8,235.68,3.37,True,2019-08-06
PROD0045,GlowUp Electronics Item 45,Electronics,HomePro,69.02,51.77,8.44,True,2019-05-30
PROD0046,PureForm Toys Item 46,Toys & Games,CoreBrand,116.75,58.38,7.58,True,2020-04-16
PROD0047,CoreBrand Sports Item 47,Sports & Outdoors,FunZone,449.77,247.37,9.47,True,2021-12-19
PROD0048,FunZone Beauty Item 48,Beauty & Health,GlowUp,118.37,47.35,3.49,True,2019-09-07
PROD0049,ReadMore Toys Item 49,Toys & Games,ClearView,22.25,11.12,9.96,True,2021-10-06
PROD0050,ReadMore Books Item 50,Books,HomePro,50.42,32.77,5.72,True,2019-09-16
PROD0051,PrimeLine Clothing Item 51,Clothing,StyleCo,32.83,14.77,5.66,True,2019-06-01
PROD0052,BoldEdge Sports Item 52,Sports & Outdoors,HomePro,94.19,51.8,9.26,True,2021-12-25
PROD0053,CoreBrand Home Item 53,Home & Kitchen,BoldEdge,360.07,216.04,1.72,True,2020-04-09
PROD0054,FunZone Clothing Item 54,Clothing,ReadMore,210.66,94.8,9.68,True,2020-01-22
PROD0055,ZenLife Clothing Item 55,Clothing,StyleCo,188.93,85.02,9.11,True,2019-07-23
PROD0056,GlowUp Books Item 56,Books,BoldEdge,33.75,21.94,3.96,True,2021-03-05
PROD0057,FunZone Clothing Item 57,Clothing,GlowUp,147.37,66.32,5.15,True,2021-07-29
PROD0058,ActiveGear Clothing Item 58,Clothing,GlowUp,263.7,118.66,2.01,True,2019-08-06
PROD0059,BoldEdge Clothing Item 59,Clothing,FunZone,210.97,94.94,4.73,True,2019-07-27
PROD0060,NovaTech Clothing Item 60,Clothing,BoldEdge,103.39,46.53,7.78,True,2019-11-30
PROD0061,HomePro Beauty Item 61,Beauty & Health,ZenLife,163.89,65.56,1.06,True,2019-07-16
PROD0062,StyleCo Books Item 62,Books,BoldEdge,49.66,32.28,7.6,True,2021-01-16
PROD0063,BoldEdge Clothing Item 63,Clothing,ActiveGear,290.55,130.75,4.79,True,2020-04-08
PROD0064,HomePro Toys Item 64,Toys & Games,GlowUp,78.11,39.05,6.82,True,2020-01-02
PROD0065,FunZone Clothing Item 65,Clothing,HomePro,278.08,125.14,0.76,True,2021-06-11
PROD0066,ZenLife Home Item 66,Home & Kitchen,ReadMore,216.28,129.77,5.49,True,2019-05-17
PROD0067,NovaTech Home Item 67,Home & Kitchen,ClearView,65.7,39.42,0.25,True,2021-07-15
PROD0068,PureForm Electronics Item 68,Electronics,BoldEdge,208.49,156.37,7.88,True,2020-01-08
PROD0069,NexGen Clothing Item 69,Clothing,StyleCo,165.68,74.56,4.14,True,2019-07-17
PROD0070,ZenLife Electronics Item 70,Electronics,ActiveGear,431.73,323.8,6.26,True,2019-04-10
PROD0071,NovaTech Electronics Item 71,Electronics,PrimeLine,192.58,144.44,4.41,True,2019-08-19
PROD0072,ClearView Sports Item 72,Sports & Outdoors,GlowUp,418.27,230.05,3.29,True,2019-07-28
PROD0073,HomePro Clothing Item 73,Clothing,ReadMore,67.51,30.38,5.13,True,2021-07-25
PROD0074,FunZone Electronics Item 74,Electronics,PrimeLine,1130.42,847.82,7.46,False,2019-12-03
PROD0075,ReadMore Sports Item 75,Sports & Outdoors,HomePro,355.54,195.55,4.25,True,2020-06-11
PROD0076,BoldEdge Sports Item 76,Sports & Outdoors,BoldEdge,462.43,254.34,4.68,True,2019-09-25
PROD0077,ReadMore Home Item 77,Home & Kitchen,BoldEdge,316.34,189.8,5.65,True,2021-07-23
PROD0078,StyleCo Beauty Item 78,Beauty & Health,FunZone,160.58,64.23,1.22,True,2019-10-08
PROD0079,PrimeLine Beauty Item 79,Beauty & Health,NovaTech,12.39,4.96,3.53,True,2021-01-15
PROD0080,GlowUp Home Item 80,Home & Kitchen,HomePro,93.07,55.84,2.15,True,2021-03-19
PROD0081,CoreBrand Sports Item 81,Sports & Outdoors,ZenLife,402.64,221.45,5.29,True,2021-01-11
PROD0082,CoreBrand Clothing Item 82,Clothing,HomePro,17.57,7.91,1.06,True,2020-01-21
PROD0083,HomePro Books Item 83,Books,ClearView,54.19,35.22,2.25,True,2019-12-23
PROD0084,ClearView Toys Item 84,Toys & Games,NovaTech,92.75,46.38,6.4,True,2020-03-28
PROD0085,GlowUp Sports Item 85,Sports & Outdoors,NovaTech,267.82,147.3,5.59,True,2019-10-20
PROD0086,ActiveGear Clothing Item 86,Clothing,HomePro,49.64,22.34,0.2,True,2020-03-07
PROD0087,NexGen Toys Item 87,Toys & Games,GlowUp,56.9,28.45,5.45,True,2019-12-26
PROD0088,HomePro Beauty Item 88,Beauty & Health,NexGen,86.89,34.76,5.78,True,2021-05-04
PROD0089,PrimeLine Electronics Item 89,Electronics,PureForm,1130.95,848.21,2.24,True,2019-10-08
PROD0090,NexGen Sports Item 90,Sports & Outdoors,FunZone,141.71,77.94,3.29,True,2021-10-11
PROD0091,StyleCo Toys Item 91,Toys & Games,StyleCo,117.94,58.97,8.16,True,2020-12-08
PROD0092,FunZone Clothing Item 92,Clothing,ClearView,123.11,55.4,9.27,True,2021-03-04
PROD0093,ReadMore Clothing Item 93,Clothing,ClearView,177.9,80.05,7.89,True,2019-12-19
PROD0094,NexGen Books Item 94,Books,ClearView,12.23,7.95,8.31,True,2019-08-25
PROD0095,ClearView Electronics Item 95,Electronics,PureForm,1020.49,765.37,1.52,True,2020-11-18
PROD0096,FunZone Books Item 96,Books,NexGen,55.68,36.19,2.05,True,2019-11-05
PROD0097,HomePro Clothing Item 97,Clothing,GlowUp,238.54,107.34,4.74,True,2020-12-01
PROD0098,BoldEdge Home Item 98,Home & Kitchen,FunZone,108.06,64.84,4.46,True,2019-04-19
PROD0099,CoreBrand Beauty Item 99,Beauty & Health,StyleCo,166.0,66.4,0.12,True,2020-08-27
PROD0100,BoldEdge Sports Item 100,Sports & Outdoors,CoreBrand,458.57,252.21,7.63,True,2020-12-31
PROD0101,ZenLife Electronics Item 101,Electronics,PureForm,493.94,370.45,4.58,True,2019-08-25
PROD0102,NovaTech Sports Item 102,Sports & Outdoors,GlowUp,99.59,54.77,4.21,True,2021-10-30
PROD0103,GlowUp Clothing Item 103,Clothing,PrimeLine,265.07,119.28,4.44,True,2019-12-16
PROD0104,ClearView Toys Item 104,Toys & Games,StyleCo,29.79,14.89,5.68,True,2021-09-15
PROD0105,FunZone Clothing Item 105,Clothing,ReadMore,224.51,101.03,7.07,True,2021-10-09
PROD0106,PureForm Home Item 106,Home & Kitchen,StyleCo,276.38,165.83,3.54,True,2020-09-19
PROD0107,NexGen Clothing Item 107,Clothing,FunZone,291.18,131.03,3.6,True,2021-09-01
PROD0108,CoreBrand Home Item 108,Home & Kitchen,PrimeLine,173.23,103.94,7.41,True,2020-05-26
PROD0109,BoldEdge Clothing Item 109,Clothing,PrimeLine,78.57,35.36,0.9,True,2020-08-03
PROD0110,PureForm Beauty Item 110,Beauty & Health,ReadMore,103.11,41.24,2.25,True,2021-03-27
PROD0111,ActiveGear Books Item 111,Books,PrimeLine,15.13,9.83,9.66,True,2021-11-19
PROD0112,BoldEdge Toys Item 112,Toys & Games,FunZone,23.16,11.58,8.34,False,2019-11-14
PROD0113,BoldEdge Books Item 113,Books,HomePro,58.71,38.16,7.73,True,2020-08-15
PROD0114,PrimeLine Electronics Item 114,Electronics,BoldEdge,963.89,722.92,7.12,False,2020-06-05
PROD0115,GlowUp Electronics Item 115,Electronics,StyleCo,685.06,513.79,1.39,False,2020-10-15
PROD0116,NexGen Clothing Item 116,Clothing,PureForm,268.04,120.62,2.4,True,2021-02-08
PROD0117,ZenLife Toys Item 117,Toys & Games,NovaTech,14.86,7.43,2.87,True,2019-10-05
PROD0118,PrimeLine Beauty Item 118,Beauty & Health,ClearView,164.51,65.8,1.55,True,2020-08-29
PROD0119,BoldEdge Beauty Item 119,Beauty & Health,StyleCo,192.64,77.06,8.38,True,2021-04-18
PROD0120,PureForm Home Item 120,Home & Kitchen,BoldEdge,108.94,65.36,0.6,True,2020-08-31
PROD0121,ZenLife Electronics Item 121,Electronics,ZenLife,413.88,310.41,9.5,True,2020-09-14
PROD0122,NexGen Electronics Item 122,Electronics,ClearView,654.1,490.58,0.22,True,2021-12-23
PROD0123,ClearView Beauty Item 123,Beauty & Health,ClearView,40.96,16.38,2.92,True,2019-06-23
PROD0124,FunZone Electronics Item 124,Electronics,PureForm,1166.48,874.86,5.06,True,2021-06-14
PROD0125,CoreBrand Electronics Item 125,Electronics,NexGen,670.1,502.58,5.41,True,2021-12-20
PROD0126,HomePro Sports Item 126,Sports & Outdoors,ClearView,416.46,229.05,4.25,True,2020-09-21
PROD0127,FunZone Electronics Item 127,Electronics,NexGen,575.46,431.6,9.53,True,2020-01-13
PROD0128,GlowUp Sports Item 128,Sports & Outdoors,NexGen,475.64,261.6,3.08,True,2021-05-19
PROD0129,PureForm Electronics Item 129,Electronics,FunZone,512.84,384.63,4.12,True,2020-12-25
PROD0130,BoldEdge Clothing Item 130,Clothing,GlowUp,108.31,48.74,4.34,True,2020-03-10
PROD0131,ActiveGear Electronics Item 131,Electronics,FunZone,215.79,161.84,8.96,True,2021-10-18
PROD0132,BoldEdge Sports Item 132,Sports & Outdoors,GlowUp,239.23,131.58,3.13,True,2020-01-29
PROD0133,FunZone Home Item 133,Home & Kitchen,GlowUp,151.77,91.06,4.79,True,2019-12-18
PROD0134,PrimeLine Electronics Item 134,Electronics,ReadMore,771.23,578.42,5.28,True,2021-01-14
PROD0135,ActiveGear Electronics Item 135,Electronics,NovaTech,454.09,340.57,9.86,True,2020-07-12
PROD0136,ClearView Toys Item 136,Toys & Games,BoldEdge,105.57,52.78,8.11,True,2021-07-03
PROD0137,NexGen Sports Item 137,Sports & Outdoors,PrimeLine,369.28,203.1,4.45,True,2021-10-08
PROD0138,CoreBrand Books Item 138,Books,CoreBrand,49.08,31.9,0.36,True,2021-03-14
PROD0139,ReadMore Home Item 139,Home & Kitchen,FunZone,270.91,162.55,1.2,True,2021-10-06
PROD0140,ZenLife Clothing Item 140,Clothing,CoreBrand,170.3,76.63,7.41,False,2019-06-06
PROD0141,GlowUp Sports Item 141,Sports & Outdoors,ReadMore,340.92,187.51,3.58,True,2021-05-04
PROD0142,HomePro Beauty Item 142,Beauty & Health,NovaTech,77.39,30.96,9.71,True,2019-07-15
PROD0143,StyleCo Electronics Item 143,Electronics,PureForm,1185.68,889.26,8.86,True,2020-12-02
PROD0144,GlowUp Beauty Item 144,Beauty & Health,FunZone,103.98,41.59,6.07,True,2020-09-22
PROD0145,ActiveGear Sports Item 145,Sports & Outdoors,PureForm,338.79,186.33,6.54,True,2019-08-22
PROD0146,HomePro Home Item 146,Home & Kitchen,ActiveGear,311.29,186.77,1.91,True,2020-09-27
PROD0147,FunZone Home Item 147,Home & Kitchen,ActiveGear,231.3,138.78,4.58,True,2019-11-04
PROD0148,ClearView Beauty Item 148,Beauty & Health,BoldEdge,36.03,14.41,1.0,True,2021-01-30
PROD0149,FunZone Sports Item 149,Sports & Outdoors,BoldEdge,269.0,147.95,6.09,True,2019-08-13
PROD0150,PureForm Electronics Item 150,Electronics,ReadMore,794.12,595.59,0.84,True,2020-03-25
PROD0151,BoldEdge Home Item 151,Home & Kitchen,FunZone,54.77,32.86,0.14,True,2020-01-07
PROD0152,FunZone Toys Item 152,Toys & Games,ZenLife,107.84,53.92,0.14,True,2021-12-14
PROD0153,GlowUp Sports Item 153,Sports & Outdoors,GlowUp,296.73,163.2,2.14,True,2021-08-06
PROD0154,PureForm Toys Item 154,Toys & Games,FunZone,135.98,67.99,7.78,True,2019-04-26
PROD0155,ActiveGear Sports Item 155,Sports & Outdoors,FunZone,94.83,52.16,5.97,True,2021-08-13
PROD0156,NovaTech Home Item 156,Home & Kitchen,FunZone,255.69,153.41,0.13,True,2021-08-22
PROD0157,BoldEdge Books Item 157,Books,CoreBrand,27.03,17.57,1.71,False,2019-11-29
PROD0158,StyleCo Sports Item 158,Sports & Outdoors,StyleCo,128.52,70.69,6.81,True,2020-04-01
PROD0159,CoreBrand Sports Item 159,Sports & Outdoors,NexGen,72.04,39.62,4.31,True,2021-08-29
PROD0160,StyleCo Sports Item 160,Sports & Outdoors,ZenLife,446.81,245.75,7.45,True,2019-12-28
PROD0161,ClearView Toys Item 161,Toys & Games,ZenLife,147.34,73.67,1.0,True,2021-12-05
PROD0162,ActiveGear Clothing Item 162,Clothing,NexGen,104.86,47.19,4.69,True,2021-07-28
PROD0163,PrimeLine Beauty Item 163,Beauty & Health,PureForm,171.14,68.46,5.39,True,2019-10-02
PROD0164,ReadMore Home Item 164,Home & Kitchen,NovaTech,233.25,139.95,3.48,True,2019-10-19
PROD0165,GlowUp Beauty Item 165,Beauty & Health,CoreBrand,120.54,48.22,2.48,True,2021-02-04
PROD0166,HomePro Books Item 166,Books,BoldEdge,59.49,38.67,6.83,False,2021-12-03
PROD0167,BoldEdge Toys Item 167,Toys & Games,PureForm,47.25,23.62,7.35,True,2021-08-17
PROD0168,StyleCo Clothing Item 168,Clothing,StyleCo,298.17,134.18,2.0,True,2020-03-01
PROD0169,HomePro Electronics Item 169,Electronics,PrimeLine,1144.28,858.21,8.19,True,2019-10-25
PROD0170,CoreBrand Books Item 170,Books,HomePro,9.03,5.87,8.21,False,2021-01-18
PROD0171,GlowUp Sports Item 171,Sports & Outdoors,NexGen,492.76,271.02,1.53,True,2019-05-09
PROD0172,HomePro Books Item 172,Books,BoldEdge,17.2,11.18,3.97,True,2019-04-22
PROD0173,HomePro Sports Item 173,Sports & Outdoors,ZenLife,405.49,223.02,9.05,True,2019-09-02
PROD0174,ActiveGear Electronics Item 174,Electronics,PrimeLine,1128.17,846.13,6.72,True,2019-11-21
PROD0175,StyleCo Toys Item 175,Toys & Games,FunZone,116.98,58.49,3.6,True,2019-09-18
PROD0176,PrimeLine Clothing Item 176,Clothing,GlowUp,222.64,100.19,2.24,True,2021-07-14
PROD0177,BoldEdge Clothing Item 177,Clothing,NexGen,253.78,114.2,0.19,True,2020-02-16
PROD0178,ReadMore Clothing Item 178,Clothing,StyleCo,147.26,66.27,3.21,True,2019-09-14
PROD0179,ClearView Beauty Item 179,Beauty & Health,FunZone,143.09,57.24,0.96,True,2019-10-05
PROD0180,ClearView Sports Item 180,Sports & Outdoors,PureForm,22.39,12.31,3.08,True,2020-03-30
PROD0181,NovaTech Books Item 181,Books,ActiveGear,28.85,18.75,3.03,True,2020-12-12
PROD0182,ReadMore Electronics Item 182,Electronics,ClearView,767.09,575.32,2.58,True,2020-07-23
PROD0183,ZenLife Clothing Item 183,Clothing,ZenLife,51.47,23.16,7.43,True,2020-01-20
PROD0184,ZenLife Home Item 184,Home & Kitchen,NovaTech,227.32,136.39,1.98,True,2021-08-11
PROD0185,PureForm Electronics Item 185,Electronics,NexGen,638.25,478.69,2.0,True,2020-10-23
PROD0186,BoldEdge Home Item 186,Home & Kitchen,FunZone,206.46,123.88,3.32,False,2021-02-18
PROD0187,ClearView Clothing Item 187,Clothing,NexGen,232.93,104.82,8.94,True,2020-03-13
PROD0188,ClearView Beauty Item 188,Beauty & Health,BoldEdge,121.04,48.42,0.87,True,2020-07-01
PROD0189,GlowUp Beauty Item 189,Beauty & Health,NovaTech,25.97,10.39,8.3,True,2021-09-15
PROD0190,PrimeLine Home Item 190,Home & Kitchen,GlowUp,294.45,176.67,0.86,True,2021-07-16
PROD0191,ActiveGear Clothing Item 191,Clothing,GlowUp,175.03,78.76,2.77,True,2021-09-21
PROD0192,NexGen Electronics Item 192,Electronics,PrimeLine,939.77,704.83,2.01,True,2021-08-21
PROD0193,CoreBrand Books Item 193,Books,BoldEdge,53.45,34.74,5.88,True,2020-02-25
PROD0194,ZenLife Sports Item 194,Sports & Outdoors,NovaTech,470.77,258.92,0.87,True,2019-08-31
PROD0195,GlowUp Sports Item 195,Sports & Outdoors,GlowUp,83.69,46.03,8.84,True,2020-01-09
PROD0196,NovaTech Home Item 196,Home & Kitchen,PrimeLine,198.6,119.16,1.11,True,2020-05-09
PROD0197,StyleCo Electronics Item 197,Electronics,BoldEdge,761.18,570.88,7.97,True,2019-11-03
PROD0198,PrimeLine Electronics Item 198,Electronics,FunZone,436.0,327.0,4.38,True,2019-11-18
PROD0199,NexGen Electronics Item 199,Electronics,CoreBrand,847.33,635.5,5.94,False,2021-01-04
PROD0200,CoreBrand Clothing Item 200,Clothing,ActiveGear,220.12,99.05,2.54,True,2021-10-02
PROD0201,ActiveGear Electronics Item 201,Electronics,ClearView,151.38,113.53,1.77,True,2021-10-19
PROD0202,FunZone Electronics Item 202,Electronics,PrimeLine,123.93,92.95,5.64,True,2021-03-26
PROD0203,ActiveGear Books Item 203,Books,BoldEdge,20.16,13.1,3.57,True,2019-11-21
PROD0204,ZenLife Electronics Item 204,Electronics,BoldEdge,1087.22,815.41,2.75,True,2021-10-08
PROD0205,StyleCo Books Item 205,Books,ClearView,58.28,37.88,1.09,True,2020-04-21
PROD0206,HomePro Clothing Item 206,Clothing,NovaTech,287.63,129.43,3.1,False,2021-08-21
PROD0207,BoldEdge Sports Item 207,Sports & Outdoors,PureForm,427.1,234.91,8.14,True,2020-07-20
PROD0208,ReadMore Electronics Item 208,Electronics,NovaTech,714.95,536.21,7.39,True,2021-05-11
PROD0209,ReadMore Electronics Item 209,Electronics,ReadMore,774.3,580.72,1.71,True,2020-09-16
PROD0210,NovaTech Electronics Item 210,Electronics,CoreBrand,124.51,93.38,3.05,True,2019-10-04
PROD0211,PureForm Toys Item 211,Toys & Games,ReadMore,48.46,24.23,7.79,True,2021-07-01
PROD0212,HomePro Home Item 212,Home & Kitchen,NovaTech,61.65,36.99,4.28,True,2021-02-12
PROD0213,FunZone Books Item 213,Books,PureForm,22.58,14.68,6.02,True,2020-06-16
PROD0214,BoldEdge Toys Item 214,Toys & Games,PrimeLine,49.38,24.69,1.41,True,2021-03-06
PROD0215,ActiveGear Sports Item 215,Sports & Outdoors,StyleCo,245.04,134.77,2.5,True,2020-07-02
PROD0216,CoreBrand Electronics Item 216,Electronics,ReadMore,1191.59,893.69,4.09,True,2020-06-21
PROD0217,ActiveGear Clothing Item 217,Clothing,ActiveGear,189.76,85.39,6.53,True,2019-06-03
PROD0218,ActiveGear Beauty Item 218,Beauty & Health,PrimeLine,96.97,38.79,9.04,True,2020-04-27
PROD0219,ClearView Books Item 219,Books,ClearView,25.16,16.35,1.92,True,2021-01-12
PROD0220,GlowUp Clothing Item 220,Clothing,CoreBrand,167.14,75.21,0.3,True,2020-05-02
PROD0221,PureForm Sports Item 221,Sports & Outdoors,HomePro,307.87,169.33,7.61,True,2020-03-31
PROD0222,CoreBrand Home Item 222,Home & Kitchen,BoldEdge,89.22,53.53,4.33,True,2019-09-06
PROD0223,ReadMore Sports Item 223,Sports & Outdoors,FunZone,326.16,179.39,1.66,False,2019-05-02
PROD0224,GlowUp Books Item 224,Books,NovaTech,46.31,30.1,1.3,True,2021-12-28
PROD0225,PrimeLine Home Item 225,Home & Kitchen,NexGen,318.21,190.93,1.71,True,2019-09-27
PROD0226,StyleCo Sports Item 226,Sports & Outdoors,ActiveGear,176.34,96.99,0.12,True,2020-03-29
PROD0227,BoldEdge Beauty Item 227,Beauty & Health,StyleCo,98.22,39.29,0.33,True,2021-11-15
PROD0228,ZenLife Home Item 228,Home & Kitchen,FunZone,56.94,34.16,2.88,True,2020-03-01
PROD0229,HomePro Electronics Item 229,Electronics,BoldEdge,1159.1,869.32,4.03,True,2020-12-26
PROD0230,GlowUp Home Item 230,Home & Kitchen,PrimeLine,21.66,13.0,2.68,True,2022-01-01
PROD0231,StyleCo Electronics Item 231,Electronics,ReadMore,93.0,69.75,9.86,True,2019-05-15
PROD0232,NexGen Clothing Item 232,Clothing,ActiveGear,131.95,59.38,3.36,True,2019-06-22
PROD0233,ClearView Home Item 233,Home & Kitchen,NexGen,42.67,25.6,5.02,True,2019-09-09
PROD0234,GlowUp Clothing Item 234,Clothing,PrimeLine,121.42,54.64,0.54,True,2020-05-31
PROD0235,NovaTech Clothing Item 235,Clothing,BoldEdge,203.53,91.59,3.42,True,2020-12-09
PROD0236,StyleCo Electronics Item 236,Electronics,FunZone,535.18,401.38,0.95,True,2021-02-26
PROD0237,HomePro Clothing Item 237,Clothing,HomePro,231.3,104.08,6.7,True,2020-07-26
PROD0238,PureForm Clothing Item 238,Clothing,CoreBrand,142.2,63.99,9.47,True,2019-08-31
PROD0239,CoreBrand Clothing Item 239,Clothing,PureForm,58.83,26.47,5.08,True,2020-11-08
PROD0240,PureForm Books Item 240,Books,ZenLife,50.11,32.57,0.18,True,2020-12-29
PROD0241,PureForm Books Item 241,Books,HomePro,51.22,33.29,5.8,True,2021-03-09
PROD0242,ZenLife Sports Item 242,Sports & Outdoors,HomePro,434.28,238.85,6.61,True,2020-02-24
PROD0243,StyleCo Electronics Item 243,Electronics,HomePro,1021.84,766.38,3.24,True,2021-11-26
PROD0244,BoldEdge Books Item 244,Books,ClearView,36.15,23.5,4.69,True,2019-07-11
PROD0245,PrimeLine Clothing Item 245,Clothing,ReadMore,189.73,85.38,8.7,True,2020-07-29
PROD0246,GlowUp Clothing Item 246,Clothing,PrimeLine,160.68,72.31,7.76,True,2019-10-11
PROD0247,ZenLife Home Item 247,Home & Kitchen,BoldEdge,312.21,187.33,3.1,True,2019-04-09
PROD0248,ActiveGear Home Item 248,Home & Kitchen,GlowUp,131.83,79.1,9.24,True,2021-09-08
PROD0249,HomePro Books Item 249,Books,ReadMore,34.2,22.23,9.29,True,2020-11-29
PROD0250,ClearView Home Item 250,Home & Kitchen,NovaTech,292.14,175.28,4.66,True,2021-06-25
